"","D.Item.AOM","D.Item.Root.Comp.Proc_Major_low","D.Item","B.Code","A.Level.Name","Time","D.Type","D.Item.Group","D.Source","D.Process.Mech","D.Process.Chem","D.Process.Bio","D.Process.Therm","D.Process.Dehy","D.Process.Other","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Day.Start","D.Day.End","D.Notes","row_index","D.ItemxProcess","D.ItemxProcess_original","is_entire_diet","is_group","D.Item.Proc_Major","D.Item.Proc_All","D.Item.Root.Comp.Proc_Major","D.Item.Root.Other.Comp.Proc_All","D.Item.Root.Comp","D.Item.Comp","AOM.Terms","AOM.Scientific.Name","D.Item.Is.Tree"
"3379","AOM_003565","cereal spent grain","Cereal Spent Grains","CJ1016","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,46,"%",NA,NA,NA,NA,"1","63",NA,6,"Cereal Spent Grains","Cereal Spent Grains",FALSE,FALSE,"","","Cereal Spent Grain","Cereal Spent Grain","Cereal Spent Grain",NA,"Crop Byproduct/Cereal ByProducts/Cereal Spent Grain",NA,FALSE
"3380","AOM_000577","rice offal","Rice Offal","CJ1016","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,4,"%",NA,NA,NA,NA,"1","63",NA,7,"Rice Offal","Rice Offal",FALSE,FALSE,"","","Rice Offal","Rice Offal","Rice Offal","Offal","Crop Byproduct/Cereal ByProducts/Rice/Rice Offal","Oryza sativa",FALSE
"3381","AOM_000539","bone ground","Bone","CJ1016","T4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,3,"%",NA,NA,NA,NA,"1","63",NA,8,"Bone||Milling","Bone||Milling",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"3382","AOM_000772","salt","Salt","CJ1016","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,1,"%",NA,NA,NA,NA,"1","63",NA,9,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"3383","AOM_001922","water","Water","CJ1016","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","1","63","unspecified",10,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3384","AOM_003208","bambara groundnut offal","Bambara nuts offal","CJ1016","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,46,"%",NA,NA,NA,NA,"1","63",NA,5,"Bambara nuts offal","Bambara nuts offal",FALSE,FALSE,"","","Bambara Groundnut Offal","Bambara Groundnut Offal","Bambara Groundnut Offal","Offal","Crop Byproduct/Legume ByProducts/Bambara Groundnut/Bambara Groundnut Offal","Vigna subterranea",FALSE
"3385","AOM_003565","cereal spent grain","Cereal Spent Grains","CJ1016","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,46,"%",NA,NA,NA,NA,"1","63",NA,6,"Cereal Spent Grains","Cereal Spent Grains",FALSE,FALSE,"","","Cereal Spent Grain","Cereal Spent Grain","Cereal Spent Grain",NA,"Crop Byproduct/Cereal ByProducts/Cereal Spent Grain",NA,FALSE
"3386","AOM_000577","rice offal","Rice Offal","CJ1016","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,4,"%",NA,NA,NA,NA,"1","63",NA,7,"Rice Offal","Rice Offal",FALSE,FALSE,"","","Rice Offal","Rice Offal","Rice Offal","Offal","Crop Byproduct/Cereal ByProducts/Rice/Rice Offal","Oryza sativa",FALSE
"3387","AOM_000539","bone ground","Bone","CJ1016","T4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,3,"%",NA,NA,NA,NA,"1","63",NA,8,"Bone||Milling","Bone||Milling",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"3388","AOM_000772","salt","Salt","CJ1016","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,1,"%",NA,NA,NA,NA,"1","63",NA,9,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"3389","AOM_001922","water","Water","CJ1016","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","1","63","unspecified",10,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3390","AOM_006042","trifolium alexandrinum straw dried","Berseem Straw","CJ1017","Control","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,"Dried",NA,NA,"ad libitum","experiment","all animals in replicate",NA,"Yes","1","84",NA,2,"Berseem Straw||Drying","Berseem Straw||Drying",FALSE,FALSE,"Dried","Dried","Trifolium alexandrinum Straw Dried","Trifolium alexandrinum Straw Dried","Trifolium alexandrinum Straw","Straw","Forage Plants/Legume Forages/Trifolium alexandrinum/Trifolium alexandrinum Straw/Trifolium alexandrinum Straw Dried","Trifolium alexandrinum",FALSE
"3391","AOM_006358","acacia saligna leaves and soft twig dried","Acacia saligna Leaves and Soft Twig","CJ1017","25% AFH","99999","Forage Plants",NA,"On-farm","",NA,NA,NA,"Dried",NA,NA,"ad libitum","experiment","all animals in replicate",NA,"Yes","1","84",NA,3,"Acacia saligna Leaves and Soft Twig||Chopping||Drying","Acacia saligna Leaves and Soft Twig||Chopping||Drying",FALSE,FALSE,"Dried","Dried","Acacia saligna Leaves and Soft Twig Dried","Acacia saligna Leaves and Soft Twig Dried","Acacia saligna Leaves and Soft Twig","Leaves and Soft Twig","Forage Plants/Forage Trees/Acacia saligna/Acacia saligna Leaves and Soft Twig/Acacia saligna Leaves and Soft Twig Dried","Acacia saligna",TRUE
"3392","AOM_006042","trifolium alexandrinum straw dried","Berseem Straw","CJ1017","25% AFH","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,"Dried",NA,NA,"ad libitum","experiment","all animals in replicate",NA,"Yes","1","84",NA,4,"Berseem Straw||Drying","Berseem Straw||Drying",FALSE,FALSE,"Dried","Dried","Trifolium alexandrinum Straw Dried","Trifolium alexandrinum Straw Dried","Trifolium alexandrinum Straw","Straw","Forage Plants/Legume Forages/Trifolium alexandrinum/Trifolium alexandrinum Straw/Trifolium alexandrinum Straw Dried","Trifolium alexandrinum",FALSE
"3393","AOM_006358","acacia saligna leaves and soft twig dried","Acacia saligna Leaves and Soft Twig","CJ1017","50%AFH","99999","Forage Plants",NA,"On-farm","",NA,NA,NA,"Dried",NA,NA,"ad libitum","experiment","all animals in replicate",NA,"Yes","1","84",NA,5,"Acacia saligna Leaves and Soft Twig||Chopping||Drying","Acacia saligna Leaves and Soft Twig||Chopping||Drying",FALSE,FALSE,"Dried","Dried","Acacia saligna Leaves and Soft Twig Dried","Acacia saligna Leaves and Soft Twig Dried","Acacia saligna Leaves and Soft Twig","Leaves and Soft Twig","Forage Plants/Forage Trees/Acacia saligna/Acacia saligna Leaves and Soft Twig/Acacia saligna Leaves and Soft Twig Dried","Acacia saligna",TRUE
"3394","AOM_006042","trifolium alexandrinum straw dried","Berseem Straw","CJ1017","50%AFH","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,"Dried",NA,NA,"ad libitum","experiment","all animals in replicate",NA,"Yes","1","84",NA,6,"Berseem Straw||Drying","Berseem Straw||Drying",FALSE,FALSE,"Dried","Dried","Trifolium alexandrinum Straw Dried","Trifolium alexandrinum Straw Dried","Trifolium alexandrinum Straw","Straw","Forage Plants/Legume Forages/Trifolium alexandrinum/Trifolium alexandrinum Straw/Trifolium alexandrinum Straw Dried","Trifolium alexandrinum",FALSE
"3395","AOM_006358","acacia saligna leaves and soft twig dried","Acacia saligna Leaves and Soft Twig","CJ1017","75%AFH","99999","Forage Plants",NA,"On-farm","",NA,NA,NA,"Dried",NA,NA,"ad libitum","experiment","all animals in replicate",NA,"Yes","1","84",NA,7,"Acacia saligna Leaves and Soft Twig||Chopping||Drying","Acacia saligna Leaves and Soft Twig||Chopping||Drying",FALSE,FALSE,"Dried","Dried","Acacia saligna Leaves and Soft Twig Dried","Acacia saligna Leaves and Soft Twig Dried","Acacia saligna Leaves and Soft Twig","Leaves and Soft Twig","Forage Plants/Forage Trees/Acacia saligna/Acacia saligna Leaves and Soft Twig/Acacia saligna Leaves and Soft Twig Dried","Acacia saligna",TRUE
"3396","AOM_006042","trifolium alexandrinum straw dried","Berseem Straw","CJ1017","75%AFH","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,"Dried",NA,NA,"ad libitum","experiment","all animals in replicate",NA,"Yes","1","84",NA,8,"Berseem Straw||Drying","Berseem Straw||Drying",FALSE,FALSE,"Dried","Dried","Trifolium alexandrinum Straw Dried","Trifolium alexandrinum Straw Dried","Trifolium alexandrinum Straw","Straw","Forage Plants/Legume Forages/Trifolium alexandrinum/Trifolium alexandrinum Straw/Trifolium alexandrinum Straw Dried","Trifolium alexandrinum",FALSE
"3397","AOM_000800","concentrate","Concentrate","CJ1017","75%AFH","99999","Preformulated Feed","Base","Unspecified",NA,NA,NA,NA,NA,NA,2,"% Body Mass","experiment","individual",NA,NA,"1","84",NA,1,"Concentrate","Concentrate",FALSE,FALSE,"","","Concentrate","Concentrate","Concentrate",NA,"Preformulated Feed/Concentrate",NA,FALSE
"3398","AOM_000800","concentrate","Concentrate","CJ1017","75%AFH","99999","Preformulated Feed","Base","Unspecified",NA,NA,NA,NA,NA,NA,2,"% Body Mass","experiment","individual",NA,NA,"1","84",NA,1,"Concentrate","Concentrate",FALSE,FALSE,"","","Concentrate","Concentrate","Concentrate",NA,"Preformulated Feed/Concentrate",NA,FALSE
"3399","AOM_000800","concentrate","Concentrate","CJ1017","75%AFH","99999","Preformulated Feed","Base","Unspecified",NA,NA,NA,NA,NA,NA,2,"% Body Mass","experiment","individual",NA,NA,"1","84",NA,1,"Concentrate","Concentrate",FALSE,FALSE,"","","Concentrate","Concentrate","Concentrate",NA,"Preformulated Feed/Concentrate",NA,FALSE
"3400","AOM_000800","concentrate","Concentrate","CJ1017","75%AFH","99999","Preformulated Feed","Base","Unspecified",NA,NA,NA,NA,NA,NA,2,"% Body Mass","experiment","individual",NA,NA,"1","84",NA,1,"Concentrate","Concentrate",FALSE,FALSE,"","","Concentrate","Concentrate","Concentrate",NA,"Preformulated Feed/Concentrate",NA,FALSE
"3401","AOM_002221","searsia lancea","Searsia lancea","CJ1018","Searsia lanc","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,3,"hours","day","individual",NA,"Yes","1","14",NA,1,"Searsia lancea","Searsia lancea",FALSE,FALSE,"","","Searsia lancea","Searsia lancea","Searsia lancea",NA,"Forage Plants/Forage Trees/Searsia lancea","Searsia lancea",TRUE
"3402","AOM_002222","searsia pyroides","Searsia pyroides","CJ1018","Searsia pyroid","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,3,"hours","day","individual",NA,"Yes","1","14",NA,2,"Searsia pyroides","Searsia pyroides",FALSE,FALSE,"","","Searsia pyroides","Searsia pyroides","Searsia pyroides",NA,"Forage Plants/Forage Trees/Searsia pyroides","Searsia pyroides",TRUE
"3403","AOM_002224","euclea crispa","Euclea crispa","CJ1018","Euclea cris","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,3,"hours","day","individual",NA,"Yes","1","14",NA,3,"Euclea crispa","Euclea crispa",FALSE,FALSE,"","","Euclea crispa","Euclea crispa","Euclea crispa",NA,"Forage Plants/Forage Trees/Euclea crispa","Euclea crispa",TRUE
"3404","AOM_002221","searsia lancea","Searsia lancea","CJ1018","mixed","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,3,"hours","day","individual",NA,"Yes","1","14",NA,4,"Searsia lancea","Searsia lancea",FALSE,FALSE,"","","Searsia lancea","Searsia lancea","Searsia lancea",NA,"Forage Plants/Forage Trees/Searsia lancea","Searsia lancea",TRUE
"3405","AOM_002222","searsia pyroides","Searsia pyroides","CJ1018","mixed","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,3,"hours","day","individual",NA,"Yes","1","14",NA,5,"Searsia pyroides","Searsia pyroides",FALSE,FALSE,"","","Searsia pyroides","Searsia pyroides","Searsia pyroides",NA,"Forage Plants/Forage Trees/Searsia pyroides","Searsia pyroides",TRUE
"3406","AOM_002224","euclea crispa","Euclea crispa","CJ1018","mixed","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,3,"hours","day","individual",NA,"Yes","1","14",NA,6,"Euclea crispa","Euclea crispa",FALSE,FALSE,"","","Euclea crispa","Euclea crispa","Euclea crispa",NA,"Forage Plants/Forage Trees/Euclea crispa","Euclea crispa",TRUE
"3407","AOM_000719","alfalfa","Medicago sativa","CJ1018","Searsia lanc","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",7,"Medicago sativa","Medicago sativa",FALSE,FALSE,"","","Alfalfa","Alfalfa","Alfalfa",NA,"Forage Plants/Legume Forages/Alfalfa","Medicago sativa",FALSE
"3408","AOM_002224","euclea crispa","Euclea crispa","CJ1018","Maize","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",8,"Euclea crispa","Euclea crispa",FALSE,FALSE,"","","Euclea crispa","Euclea crispa","Euclea crispa",NA,"Forage Plants/Forage Trees/Euclea crispa","Euclea crispa",TRUE
"3409","AOM_000649","maize grain","Maize Grain","CJ1018","Maize","99999","Crop Product",NA,"Unspecified",NA,NA,NA,NA,NA,NA,100,"g","day","individual",NA,NA,"1","14",NA,9,"Maize Grain","Maize Grain",FALSE,FALSE,"","","Maize Grain","Maize Grain","Maize Grain","Grain","Crop Product/Cereal Products/Maize/Maize Grain","Zea mays",FALSE
"3410","AOM_002224","euclea crispa","Euclea crispa","CJ1018","Soya","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",10,"Euclea crispa","Euclea crispa",FALSE,FALSE,"","","Euclea crispa","Euclea crispa","Euclea crispa",NA,"Forage Plants/Forage Trees/Euclea crispa","Euclea crispa",TRUE
"3411","AOM_000613","soybean ground","Soybean","CJ1018","Soya","99999","Crop Product",NA,"Unspecified","Ground",NA,NA,NA,NA,NA,100,"g","day","individual",NA,NA,"1","14",NA,11,"Soybean||Milling","Soybean||Milling",FALSE,FALSE,"Ground","Ground","Soybean Ground","Soybean Ground","Soybean",NA,"Crop Product/Legume Products/Soybean/Soybean Ground","Glycine max",FALSE
"3412","AOM_002224","euclea crispa","Euclea crispa","CJ1018","PEG","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",12,"Euclea crispa","Euclea crispa",FALSE,FALSE,"","","Euclea crispa","Euclea crispa","Euclea crispa",NA,"Forage Plants/Forage Trees/Euclea crispa","Euclea crispa",TRUE
"3413","AOM_001504","polyethylene glycol","Polyethylene glycol","CJ1018","PEG","99999","Other Ingredients",NA,"Unspecified",NA,NA,NA,NA,NA,NA,40,"ml","day","individual",NA,NA,"1","14",NA,13,"Polyethylene glycol","Polyethylene glycol",FALSE,FALSE,"","","Polyethylene glycol","Polyethylene glycol","Polyethylene glycol",NA,"Other Ingredients/Binder/Polyethylene glycol",NA,FALSE
"3414","AOM_002224","euclea crispa","Euclea crispa","CJ1018","Control","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",14,"Euclea crispa","Euclea crispa",FALSE,FALSE,"","","Euclea crispa","Euclea crispa","Euclea crispa",NA,"Forage Plants/Forage Trees/Euclea crispa","Euclea crispa",TRUE
"3415","AOM_000719","alfalfa","Medicago sativa","CJ1018","Searsia pyroid","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",16,"Medicago sativa","Medicago sativa",FALSE,FALSE,"","","Alfalfa","Alfalfa","Alfalfa",NA,"Forage Plants/Legume Forages/Alfalfa","Medicago sativa",FALSE
"3416","AOM_000719","alfalfa","Medicago sativa","CJ1018","Euclea cris","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",17,"Medicago sativa","Medicago sativa",FALSE,FALSE,"","","Alfalfa","Alfalfa","Alfalfa",NA,"Forage Plants/Legume Forages/Alfalfa","Medicago sativa",FALSE
"3417","AOM_000719","alfalfa","Medicago sativa","CJ1018","mixed","99999","Forage Plants",NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",18,"Medicago sativa","Medicago sativa",FALSE,FALSE,"","","Alfalfa","Alfalfa","Alfalfa",NA,"Forage Plants/Legume Forages/Alfalfa","Medicago sativa",FALSE
"3418","AOM_001922","water","Water","CJ1018","Control","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",15,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3419","AOM_001922","water","Water","CJ1018","Control","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",15,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3420","AOM_001922","water","Water","CJ1018","Control","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",15,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3421","AOM_001922","water","Water","CJ1018","Control","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",15,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3422","AOM_001922","water","Water","CJ1018","Control","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",15,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3423","AOM_001922","water","Water","CJ1018","Control","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",15,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3424","AOM_001922","water","Water","CJ1018","Control","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",15,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3425","AOM_001922","water","Water","CJ1018","Control","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,"ad libitum","experiment","individual",NA,"Yes","1","14","Unspecified",15,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3426",NA,"panicum maximum wilted","Panicum maximum","CJ1019","T1","99999","Forage Plants",NA,"On-farm","",NA,NA,NA,"Wilted",NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",1,"Panicum maximum||Chopping||Wilting","Panicum maximum||Chopping||Wilting",FALSE,FALSE,"Wilted","Wilted","Panicum maximum Wilted","Panicum maximum Wilted",NA,NA,NA,NA,FALSE
"3427","AOM_001407","panicum maximum","Panicum maximum","CJ1019","T2","99999","Forage Plants",NA,"On-farm","",NA,NA,NA,"",NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",2,"Panicum maximum||Chopping||Fresh","Panicum maximum||Chopping||Fresh",FALSE,FALSE,"","","Panicum maximum","Panicum maximum","Panicum maximum",NA,"Forage Plants/Cereal and Grass Forages/Panicum maximum","Panicum maximum",FALSE
"3428","AOM_006276","panicum maximum ensiled","Panicum maximum","CJ1019","T3","99999","Forage Plants",NA,"On-farm","",NA,"Ensiled",NA,NA,NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",3,"Panicum maximum||Chopping||Ensilation","Panicum maximum||Chopping||Ensilation",FALSE,FALSE,"Ensiled","Ensiled","Panicum maximum Ensiled","Panicum maximum Ensiled","Panicum maximum",NA,"Forage Plants/Cereal and Grass Forages/Panicum maximum/Panicum maximum Ensiled Wilted","Panicum maximum",FALSE
"3429","AOM_001677","panicum maximum dried","Panicum maximum","CJ1019","T4","99999","Forage Plants",NA,"On-farm","",NA,NA,NA,"Dried",NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",4,"Panicum maximum||Chopping||Drying","Panicum maximum||Chopping||Drying",FALSE,FALSE,"Dried","Dried","Panicum maximum Dried","Panicum maximum Dried","Panicum maximum",NA,"Forage Plants/Cereal and Grass Forages/Panicum maximum/Panicum maximum Ensiled","Panicum maximum",FALSE
"3430","AOM_001638","palm kernel cake","Palm Kernel Cake","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,30,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,5,"Palm Kernel Cake","Palm Kernel Cake",FALSE,FALSE,"","","Palm Kernel Cake","Palm Kernel Cake","Palm Kernel Cake","Kernel Cake","Crop Byproduct/Oil Plant ByProducts/Palm/Palm Kernel/Palm Kernel Cake","Arecaceae",FALSE
"3431",NA,"brewers grain dried","Brewers Grain","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,"Dried",NA,37.5,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,6,"Brewers Grain||Drying","Brewers Grain||Drying",FALSE,FALSE,"Dried","Dried","Brewers Grain Dried","Brewers Grain Dried",NA,NA,NA,NA,FALSE
"3432","AOM_000539","bone ground","Bone","CJ1019","T4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,30,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,7,"Bone||Milling","Bone||Milling",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"3433","AOM_000589","wheat offal","Wheat Offal","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,2,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,8,"Wheat Offal","Wheat Offal",FALSE,FALSE,"","","Wheat Offal","Wheat Offal","Wheat Offal","Offal","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Offal","Triticum aestivum",FALSE
"3434","AOM_000772","salt","Salt","CJ1019","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,0.5,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,9,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"3435","AOM_001922","water","Water","CJ1019","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"unspecified",10,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3436","AOM_001638","palm kernel cake","Palm Kernel Cake","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,30,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,5,"Palm Kernel Cake","Palm Kernel Cake",FALSE,FALSE,"","","Palm Kernel Cake","Palm Kernel Cake","Palm Kernel Cake","Kernel Cake","Crop Byproduct/Oil Plant ByProducts/Palm/Palm Kernel/Palm Kernel Cake","Arecaceae",FALSE
"3437",NA,"brewers grain dried","Brewers Grain","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,"Dried",NA,37.5,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,6,"Brewers Grain||Drying","Brewers Grain||Drying",FALSE,FALSE,"Dried","Dried","Brewers Grain Dried","Brewers Grain Dried",NA,NA,NA,NA,FALSE
"3438","AOM_000539","bone ground","Bone","CJ1019","T4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,30,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,7,"Bone||Milling","Bone||Milling",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"3439","AOM_000589","wheat offal","Wheat Offal","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,2,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,8,"Wheat Offal","Wheat Offal",FALSE,FALSE,"","","Wheat Offal","Wheat Offal","Wheat Offal","Offal","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Offal","Triticum aestivum",FALSE
"3440","AOM_000772","salt","Salt","CJ1019","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,0.5,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,9,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"3441","AOM_001922","water","Water","CJ1019","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"unspecified",10,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3442","AOM_001638","palm kernel cake","Palm Kernel Cake","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,30,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,5,"Palm Kernel Cake","Palm Kernel Cake",FALSE,FALSE,"","","Palm Kernel Cake","Palm Kernel Cake","Palm Kernel Cake","Kernel Cake","Crop Byproduct/Oil Plant ByProducts/Palm/Palm Kernel/Palm Kernel Cake","Arecaceae",FALSE
"3443",NA,"brewers grain dried","Brewers Grain","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,"Dried",NA,37.5,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,6,"Brewers Grain||Drying","Brewers Grain||Drying",FALSE,FALSE,"Dried","Dried","Brewers Grain Dried","Brewers Grain Dried",NA,NA,NA,NA,FALSE
"3444","AOM_000539","bone ground","Bone","CJ1019","T4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,30,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,7,"Bone||Milling","Bone||Milling",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
